################################################################
# abuse.ch Feodo Tracker Botnet C2 IP Blocklist (Aggressive)    #
# Last updated: 2024-05-27 20:05:51 UTC                        #
#                                                              #
# Terms Of Use: https://feodotracker.abuse.ch/blocklist/       #
# For questions please contact feodotracker [at] abuse.ch      #
################################################################
#
"first_seen_utc","dst_ip","dst_port","c2_status","last_online","malware"
"2022-02-01 11:02:47","185.38.185.13","443","offline","2022-02-02","BazarLoader"
"2022-02-01 11:06:47","45.41.204.137","443","offline","2022-02-01","BazarLoader"
"2022-02-01 11:06:47","23.160.193.24","443","offline","2022-02-01","BazarLoader"
"2022-02-01 14:26:58","5.2.78.37","443","offline","2022-02-01","BazarLoader"
"2022-02-01 16:00:36","45.12.90.144","80","offline","2022-02-04","Emotet"
"2022-02-01 16:00:38","45.184.36.10","8080","offline","2022-03-30","Emotet"
"2022-02-01 18:35:35","103.75.201.4","443","offline","2022-03-24","Emotet"
"2022-02-01 18:40:08","149.202.179.100","443","offline","2022-02-02","Emotet"
"2022-02-01 19:22:34","86.216.251.231","2222","offline","2022-02-01","QakBot"
"2022-02-02 10:37:51","161.142.48.132","443","offline","2022-02-04","QakBot"
"2022-02-02 13:57:55","89.86.33.217","443","offline","2022-06-22","QakBot"
"2022-02-02 16:11:14","103.82.248.59","7080","offline","2022-04-19","Emotet"
"2022-02-02 16:11:15","180.250.21.2","443","offline","2022-09-25","Emotet"
"2022-02-02 16:30:42","142.93.76.76","7080","offline","2023-03-03","Emotet"
"2022-02-02 16:30:43","43.229.206.214","8080","offline","2022-03-30","Emotet"
"2022-02-02 16:30:46","45.71.195.120","8080","offline","2022-03-05","Emotet"
"2022-02-02 17:15:11","149.56.163.161","8080","offline","2022-03-11","Emotet"
"2022-02-02 17:15:12","23.246.204.126","443","offline","2022-02-03","Emotet"
"2022-02-02 20:05:10","212.237.5.209","443","offline","2022-02-08","Emotet"
"2022-02-02 20:50:38","185.184.25.78","8080","offline","2022-10-28","Emotet"
"2022-02-02 20:50:40","54.37.106.167","8080","offline","2022-07-26","Emotet"
"2022-02-02 20:50:41","172.105.115.71","443","offline","2022-11-19","Emotet"
"2022-02-03 08:35:14","104.251.214.46","8080","offline","2022-02-19","Emotet"
"2022-02-03 15:20:12","192.254.71.210","443","offline","2022-03-11","Emotet"
"2022-02-03 16:00:50","144.76.186.55","7080","offline","2022-02-08","Emotet"
"2022-02-03 16:00:51","192.95.56.148","8080","offline","2022-03-11","Emotet"
"2022-02-03 16:00:54","178.128.83.165","80","offline","2022-03-04","Emotet"
"2022-02-03 19:20:45","93.104.208.37","8080","offline","2022-02-10","Emotet"
"2022-02-03 19:20:46","174.136.15.27","8080","offline","2022-02-04","Emotet"
"2022-02-03 19:25:22","185.122.58.89","443","offline","2022-02-03","Emotet"
"2022-02-04 08:23:11","94.140.114.254","443","offline","2022-02-05","BazarLoader"
"2022-02-04 08:23:13","139.28.235.26","443","offline","2022-02-08","BazarLoader"
"2022-02-04 17:30:44","45.79.173.200","443","offline","2022-09-24","Emotet"
"2022-02-04 22:11:15","54.36.98.59","7080","offline","2022-03-26","Emotet"
"2022-02-04 22:11:16","67.205.162.68","8080","offline","2022-03-04","Emotet"
"2022-02-05 07:25:04","109.230.199.106","443","offline","2022-03-04","BazarLoader"
"2022-02-05 07:25:04","194.76.227.89","443","offline","2022-03-04","BazarLoader"
"2022-02-05 07:26:48","73.67.152.98","2222","offline","2022-04-30","QakBot"
"2022-02-05 08:12:58","45.41.204.156","443","offline","2022-02-08","BazarLoader"
"2022-02-05 08:17:03","194.38.20.12","443","offline","2022-02-19","BazarLoader"
"2022-02-05 11:46:48","185.158.251.101","443","offline","2022-03-04","BazarLoader"
"2022-02-07 07:33:14","80.71.158.42","443","offline","2022-02-07","BazarLoader"
"2022-02-07 18:20:14","8.9.11.48","443","offline","2022-02-08","Emotet"
"2022-02-07 19:55:45","103.42.57.17","8080","offline","2022-02-22","Emotet"
"2022-02-08 05:53:12","92.177.45.46","2078","offline","2022-04-07","QakBot"
"2022-02-08 14:16:31","185.248.140.40","443","offline","2022-07-01","Emotet"
"2022-02-08 15:03:05","198.252.108.16","443","offline","2022-02-08","BazarLoader"
"2022-02-08 16:23:12","75.169.58.229","443","offline","2022-02-09","QakBot"
"2022-02-08 18:32:42","192.119.162.97","443","offline","2022-02-26","BazarLoader"
"2022-02-08 18:32:42","23.160.193.223","443","offline","2022-02-08","BazarLoader"
"2022-02-08 18:32:42","45.41.204.158","443","offline","2022-02-08","BazarLoader"
"2022-02-08 18:55:43","198.199.126.144","443","offline","2022-02-09","Emotet"
"2022-02-08 23:10:38","207.38.84.195","8080","offline","2022-03-22","Emotet"
"2022-02-09 04:17:39","31.215.29.238","443","offline","2022-02-10","QakBot"
"2022-02-09 12:17:24","23.82.128.108","443","offline","2022-02-09","QakBot"
"2022-02-10 21:40:51","103.134.85.85","80","offline","2022-03-04","Emotet"
"2022-02-11 14:22:57","194.76.227.98","443","offline","2022-02-12","BazarLoader"
"2022-02-11 15:06:57","103.208.86.235","443","offline","2022-02-11","BazarLoader"
"2022-02-11 15:06:57","103.208.86.205","443","offline","2022-02-11","BazarLoader"
"2022-02-11 15:06:57","103.208.86.211","443","offline","2022-02-11","BazarLoader"
"2022-02-11 15:07:00","103.208.86.234","443","offline","2022-02-11","BazarLoader"
"2022-02-11 15:32:36","103.208.86.112","443","offline","2022-02-11","BazarLoader"
"2022-02-11 15:42:28","5.2.70.80","443","offline","2022-02-11","BazarLoader"
"2022-02-12 04:28:14","64.231.96.211","2222","offline","2022-02-23","QakBot"
"2022-02-14 17:23:12","75.67.73.144","443","offline","2022-02-15","QakBot"
"2022-02-14 17:23:13","37.211.176.26","61202","offline","2022-03-27","QakBot"
"2022-02-14 17:23:13","2.50.41.69","61200","offline","2022-03-05","QakBot"
"2022-02-14 17:23:13","37.210.157.12","2222","offline","2022-02-15","QakBot"
"2022-02-14 17:23:14","217.164.115.166","2222","offline","2022-02-24","QakBot"
"2022-02-14 17:23:14","78.87.41.5","995","offline","2022-02-16","QakBot"
"2022-02-14 17:23:15","70.51.137.204","2222","offline","2022-02-25","QakBot"
"2022-02-14 17:23:15","100.1.108.246","443","offline","2022-06-03","QakBot"
"2022-02-14 17:23:16","70.45.27.254","443","offline","2022-02-25","QakBot"
"2022-02-14 22:33:28","181.118.183.28","443","offline","2022-02-16","QakBot"
"2022-02-15 04:33:13","39.44.150.120","995","offline","2022-02-18","QakBot"
"2022-02-15 04:53:13","103.17.101.139","995","offline","2022-02-18","QakBot"
"2022-02-15 05:33:17","45.128.149.42","443","offline","2022-02-15","BazarLoader"
"2022-02-15 05:33:20","194.40.243.169","443","offline","2022-02-28","BazarLoader"
"2022-02-15 05:33:21","185.202.173.150","443","offline","2022-02-15","BazarLoader"
"2022-02-15 06:13:51","139.64.13.189","443","offline","2022-02-17","QakBot"
"2022-02-15 06:13:52","31.215.116.182","2222","offline","2022-02-15","QakBot"
"2022-02-15 06:13:54","86.98.156.45","993","offline","2022-02-17","QakBot"
"2022-02-15 06:53:52","212.34.15.205","443","offline","2022-02-16","QakBot"
"2022-02-15 13:13:21","31.215.206.13","443","offline","2022-02-20","QakBot"
"2022-02-15 14:14:03","31.215.116.182","1194","offline","2022-02-15","QakBot"
"2022-02-15 14:14:04","66.230.104.103","443","offline","2023-07-18","QakBot"
"2022-02-15 14:14:05","39.49.5.42","995","offline","2022-02-15","QakBot"
"2022-02-15 14:14:07","161.142.54.62","443","offline","2022-02-15","QakBot"
"2022-02-15 18:14:12","86.198.170.170","2222","offline","2022-03-20","QakBot"
"2022-02-16 01:04:33","175.137.153.178","443","offline","2022-02-28","QakBot"
"2022-02-16 01:14:08","1.161.88.84","995","offline","2022-02-18","QakBot"
"2022-02-16 04:04:20","95.14.104.242","995","offline","2022-02-16","QakBot"
"2022-02-16 04:14:10","86.98.156.24","32101","offline","2022-02-18","QakBot"
"2022-02-16 04:23:13","86.98.49.16","443","offline","2022-02-16","QakBot"
"2022-02-16 05:04:17","197.89.20.13","443","offline","2023-01-31","QakBot"
"2022-02-16 05:34:11","1.161.88.84","443","offline","2022-02-18","QakBot"
"2022-02-16 14:14:23","188.55.243.70","995","offline","2022-02-17","QakBot"
"2022-02-16 14:14:24","217.128.122.65","2222","offline","2023-03-20","QakBot"
"2022-02-16 14:14:27","86.97.247.79","1194","offline","2022-02-16","QakBot"
"2022-02-16 14:14:37","86.97.247.79","2222","offline","2022-02-16","QakBot"
"2022-02-16 14:54:29","75.99.168.194","61201","offline","2022-06-14","QakBot"
"2022-02-16 14:54:30","47.180.172.159","443","offline","2022-09-23","QakBot"
"2022-02-16 14:54:30","89.211.191.219","2222","offline","2022-02-17","QakBot"
"2022-02-16 14:54:31","39.49.125.85","995","offline","2022-02-16","QakBot"
"2022-02-16 14:54:31","47.180.172.159","50010","offline","2022-04-14","QakBot"
"2022-02-16 14:54:32","196.206.66.89","443","offline","2022-02-16","QakBot"
"2022-02-16 14:54:32","75.99.168.194","443","offline","2023-06-04","QakBot"
"2022-02-16 14:54:33","206.217.0.154","995","offline","2022-03-23","QakBot"
"2022-02-16 14:54:36","184.149.30.83","2222","offline","2022-02-16","QakBot"
"2022-02-16 14:54:48","105.184.116.32","995","offline","2022-03-03","QakBot"
"2022-02-16 16:34:43","208.107.221.224","443","offline","2022-10-27","QakBot"
"2022-02-16 22:04:54","189.146.51.56","443","offline","2022-03-30","QakBot"
"2022-02-17 07:14:53","45.241.208.225","995","offline","2022-02-17","QakBot"
"2022-02-17 08:04:56","197.92.132.79","443","offline","2022-02-19","QakBot"
"2022-02-17 14:34:52","102.47.31.216","995","offline","2022-02-22","QakBot"
"2022-02-17 14:34:55","186.64.87.194","443","offline","2022-02-22","QakBot"
"2022-02-17 14:35:00","173.174.216.62","443","offline","2022-08-25","QakBot"
"2022-02-17 14:35:02","173.220.98.101","443","offline","2022-02-24","QakBot"
"2022-02-17 14:35:02","89.211.179.202","2222","offline","2022-02-20","QakBot"
"2022-02-17 14:35:04","176.45.252.83","995","offline","2022-02-19","QakBot"
"2022-02-17 14:35:08","200.104.16.99","993","offline","2022-02-17","QakBot"
"2022-02-17 14:35:12","177.204.115.148","443","offline","2022-02-17","QakBot"
"2022-02-17 14:55:17","86.98.11.110","443","offline","2022-03-11","QakBot"
"2022-02-17 19:24:05","78.101.202.183","443","offline","2022-02-18","QakBot"
"2022-02-17 22:43:22","82.41.63.217","443","offline","2022-08-29","QakBot"
"2022-02-18 01:05:28","180.183.99.37","2222","offline","2022-02-21","QakBot"
"2022-02-18 02:44:52","119.158.116.122","995","offline","2022-02-20","QakBot"
"2022-02-18 04:45:16","116.72.55.13","443","offline","2022-02-18","QakBot"
"2022-02-18 04:55:12","217.164.117.243","1194","offline","2022-02-21","QakBot"
"2022-02-18 07:55:13","217.164.117.243","2222","offline","2022-02-18","QakBot"
"2022-02-19 18:20:15","5.2.67.108","443","offline","2022-03-22","BazarLoader"
"2022-02-19 18:20:16","80.92.204.176","443","offline","2022-02-20","BazarLoader"
"2022-02-19 18:20:17","137.74.104.103","443","offline","2022-03-03","BazarLoader"
"2022-02-21 15:05:32","217.165.146.122","32101","offline","2022-02-22","QakBot"
"2022-02-21 15:05:34","103.87.95.131","2222","offline","2022-03-23","QakBot"
"2022-02-21 15:05:35","144.202.2.175","995","offline","2022-09-25","QakBot"
"2022-02-21 15:05:41","161.142.53.137","443","offline","2022-02-22","QakBot"
"2022-02-21 15:35:31","78.101.82.120","2222","offline","2022-02-21","QakBot"
"2022-02-21 15:35:32","144.202.2.175","443","offline","2022-09-25","QakBot"
"2022-02-21 15:35:39","78.101.202.183","6883","offline","2022-02-23","QakBot"
"2022-02-21 15:35:40","47.23.89.60","993","offline","2023-01-18","QakBot"
"2022-02-21 15:35:48","197.165.161.159","995","offline","2022-02-26","QakBot"
"2022-02-21 19:15:59","37.211.189.48","61202","offline","2022-02-22","QakBot"
"2022-02-21 21:25:23","41.232.210.78","443","offline","2022-02-21","QakBot"
"2022-02-21 23:30:48","61.7.231.229","443","offline","2022-03-02","Emotet"
"2022-02-21 23:30:48","61.7.231.226","443","offline","2022-03-02","Emotet"
"2022-02-21 23:40:50","50.30.40.196","8080","offline","2022-05-06","Emotet"
"2022-02-21 23:40:50","175.107.196.192","80","offline","2022-02-27","Emotet"
"2022-02-21 23:40:51","156.67.219.84","7080","offline","2022-02-25","Emotet"
"2022-02-22 03:55:39","124.41.193.166","443","offline","2022-03-22","QakBot"
"2022-02-22 04:35:41","116.74.71.73","443","offline","2022-02-22","QakBot"
"2022-02-22 17:16:41","188.50.250.205","995","offline","2022-02-25","QakBot"
"2022-02-22 17:16:47","190.189.33.6","32101","offline","2022-03-16","QakBot"
"2022-02-22 18:16:05","79.143.181.160","8080","offline","2022-03-03","Emotet"
"2022-02-22 18:16:06","134.209.156.68","443","offline","2022-03-04","Emotet"
"2022-02-22 18:16:11","103.96.220.147","443","offline","2022-03-15","Emotet"
"2022-02-23 01:06:19","128.106.123.43","443","offline","2022-02-28","QakBot"
"2022-02-23 07:25:23","196.203.37.215","80","offline","2023-08-25","QakBot"
"2022-02-23 15:55:42","135.148.121.246","8080","offline","2022-02-24","Emotet"
"2022-02-23 15:55:45","213.190.4.223","7080","offline","2022-02-24","Emotet"
"2022-02-23 18:55:48","159.65.253.201","8080","offline","2022-11-17","Emotet"
"2022-02-23 18:55:51","150.95.20.209","8080","offline","2022-11-24","Emotet"
"2022-02-23 18:55:52","103.44.138.22","443","offline","2022-07-29","Emotet"
"2022-02-23 19:00:28","46.41.130.218","8080","offline","2022-02-24","Emotet"
"2022-02-24 04:15:28","130.164.206.70","443","offline","2022-02-24","QakBot"
"2022-02-24 17:05:27","153.126.203.229","8080","offline","2022-03-02","Emotet"
"2022-02-24 17:10:38","138.185.72.26","8080","offline","2022-03-27","Emotet"
"2022-02-24 19:51:16","45.71.195.106","7080","offline","2022-03-07","Emotet"
"2022-02-24 19:51:18","68.183.62.61","8080","offline","2022-09-20","Emotet"
"2022-02-25 06:04:52","46.176.197.48","995","offline","2022-02-27","QakBot"
"2022-02-25 17:42:50","5.252.177.62","443","offline","2022-03-16","BazarLoader"
"2022-02-25 18:40:16","169.197.131.16","8080","offline","2022-02-26","Emotet"
"2022-02-25 18:40:31","195.154.253.60","8080","offline","2022-03-02","Emotet"
"2022-02-25 18:40:33","152.89.239.34","443","offline","2022-02-28","Emotet"
"2022-02-25 19:31:24","47.158.25.67","443","offline","2022-04-15","QakBot"
"2022-02-25 20:05:43","185.244.166.137","8080","offline","2022-02-26","Emotet"
"2022-02-25 23:04:56","70.57.207.83","443","offline","2022-04-05","QakBot"
"2022-02-25 23:40:49","136.243.32.168","443","offline","2022-10-14","Emotet"
"2022-02-25 23:40:53","198.211.51.201","8080","offline","2022-03-14","Emotet"
"2022-02-26 06:44:30","81.213.206.182","443","offline","2022-03-03","QakBot"
"2022-02-27 03:34:15","103.230.180.119","443","offline","2022-04-16","QakBot"
"2022-02-28 15:14:34","5.88.12.21","443","offline","2022-03-02","QakBot"
"2022-02-28 15:14:34","193.253.44.249","2222","offline","2022-12-20","QakBot"
"2022-02-28 15:14:35","176.110.96.225","443","offline","2022-03-02","QakBot"
"2022-02-28 15:14:35","76.70.9.169","2222","offline","2022-06-10","QakBot"
"2022-02-28 15:14:36","89.211.185.240","2222","offline","2022-03-09","QakBot"
"2022-02-28 15:14:37","31.215.84.57","2222","offline","2022-03-02","QakBot"
"2022-02-28 15:14:37","2.50.27.78","443","offline","2022-03-11","QakBot"
"2022-02-28 15:14:37","78.100.194.138","6883","offline","2022-03-07","QakBot"
"2022-02-28 15:14:37","139.228.65.100","2222","offline","2022-03-11","QakBot"
"2022-02-28 15:14:37","220.129.52.36","443","offline","2022-03-03","QakBot"
"2022-02-28 15:14:38","41.43.13.54","995","offline","2022-03-07","QakBot"
"2022-02-28 15:14:40","76.69.155.202","2222","offline","2022-04-14","QakBot"
"2022-02-28 15:14:42","189.253.111.123","995","offline","2022-03-04","QakBot"
"2022-02-28 15:14:42","70.51.153.159","2222","offline","2022-03-05","QakBot"
"2022-02-28 15:14:43","105.184.249.182","995","offline","2022-02-28","QakBot"
"2022-02-28 15:14:44","216.46.32.83","443","offline","2022-03-21","QakBot"
"2022-02-28 15:14:44","201.103.17.10","443","offline","2022-03-03","QakBot"
"2022-02-28 15:14:46","208.101.87.135","443","offline","2022-03-17","QakBot"
"2022-02-28 15:24:30","78.191.34.56","995","offline","2022-02-28","QakBot"
"2022-02-28 15:54:16","47.156.191.217","443","offline","2022-05-11","QakBot"
"2022-02-28 16:44:36","141.237.140.181","995","offline","2022-03-08","QakBot"
"2022-02-28 17:11:49","168.235.104.209","8080","offline","2022-03-01","Emotet"
"2022-02-28 18:44:16","121.74.187.191","995","offline","2022-03-20","QakBot"
"2022-02-28 22:24:37","58.105.167.35","50000","offline","2022-03-19","QakBot"
"2022-03-01 01:14:11","128.106.122.206","443","offline","2022-03-02","QakBot"
"2022-03-01 02:44:11","39.41.139.127","995","offline","2022-03-02","QakBot"
"2022-03-01 03:44:10","180.183.100.147","2222","offline","2022-03-07","QakBot"
"2022-03-01 03:54:11","39.52.38.109","995","offline","2022-03-01","QakBot"
"2022-03-01 04:04:10","86.98.156.238","993","offline","2022-03-04","QakBot"
"2022-03-01 04:24:08","39.44.124.140","995","offline","2022-03-01","QakBot"
"2022-03-01 04:54:09","197.89.109.221","443","offline","2022-03-02","QakBot"
"2022-03-01 05:24:13","75.67.194.204","443","offline","2022-03-04","QakBot"
"2022-03-01 06:34:12","167.86.202.26","443","offline","2022-03-02","QakBot"
"2022-03-01 06:44:09","197.167.46.225","993","offline","2022-03-03","QakBot"
"2022-03-01 07:34:14","197.167.46.225","995","offline","2022-03-03","QakBot"
"2022-03-01 07:44:09","197.164.171.102","995","offline","2022-03-03","QakBot"
"2022-03-01 14:15:03","80.14.188.219","2222","offline","2022-03-11","QakBot"
"2022-03-01 14:15:03","39.49.63.64","995","offline","2022-03-01","QakBot"
"2022-03-01 14:15:03","39.44.58.183","995","offline","2022-03-03","QakBot"
"2022-03-01 14:15:03","80.123.141.226","443","offline","2022-03-03","QakBot"
"2022-03-01 14:15:04","63.153.150.20","443","offline","2022-03-14","QakBot"
"2022-03-01 14:15:05","102.156.225.86","443","offline","2022-03-02","QakBot"
"2022-03-01 14:15:05","86.97.247.128","1194","offline","2022-03-02","QakBot"
"2022-03-01 14:15:05","86.97.247.128","2222","offline","2022-03-02","QakBot"
"2022-03-01 14:15:06","151.69.0.8","995","offline","2022-03-09","QakBot"
"2022-03-01 14:15:06","176.45.240.198","995","offline","2022-03-02","QakBot"
"2022-03-01 14:15:06","105.157.113.234","443","offline","2022-03-01","QakBot"
"2022-03-01 14:15:07","80.11.74.81","2222","offline","2022-07-01","QakBot"
"2022-03-01 14:15:08","176.88.238.122","995","offline","2022-04-15","QakBot"
"2022-03-01 14:15:09","186.64.67.40","443","offline","2022-03-02","QakBot"
"2022-03-01 14:15:10","102.140.70.201","443","offline","2022-03-03","QakBot"
"2022-03-01 14:15:11","24.55.67.176","443","offline","2023-04-18","QakBot"
"2022-03-01 15:16:04","209.15.236.39","8080","offline","2022-03-02","Emotet"
"2022-03-01 15:16:05","162.244.80.68","443","offline","2022-11-17","Emotet"
"2022-03-01 15:35:50","168.119.39.118","443","offline","2022-03-26","Emotet"
"2022-03-01 16:30:50","207.99.27.28","8080","offline","2022-03-02","Emotet"
"2022-03-01 16:30:52","147.139.134.226","443","offline","2022-03-28","Emotet"
"2022-03-01 22:44:17","191.99.191.28","443","offline","2022-05-14","QakBot"
"2022-03-02 00:05:14","118.189.242.45","2083","offline","2022-03-08","QakBot"
"2022-03-02 01:35:10","118.161.12.23","995","offline","2022-03-04","QakBot"
"2022-03-02 04:24:20","111.125.245.118","995","offline","2022-05-27","QakBot"
"2022-03-02 04:54:15","31.215.70.101","443","offline","2022-03-08","QakBot"
"2022-03-02 09:15:03","81.229.130.188","443","offline","2022-03-12","QakBot"
"2022-03-02 14:14:23","186.69.101.54","443","offline","2022-03-03","QakBot"
"2022-03-02 14:35:35","91.177.173.10","995","offline","2022-06-22","QakBot"
"2022-03-02 14:35:35","2.50.37.117","443","offline","2022-03-02","QakBot"
"2022-03-02 14:35:35","176.57.126.138","443","offline","2022-03-09","QakBot"
"2022-03-02 14:35:38","86.98.149.6","995","offline","2022-03-02","QakBot"
"2022-03-02 14:35:39","188.50.5.129","995","offline","2022-03-04","QakBot"
"2022-03-02 14:35:41","98.17.34.83","995","offline","2022-03-03","QakBot"
"2022-03-02 14:35:42","217.164.117.158","2222","offline","2022-03-03","QakBot"
"2022-03-02 14:55:33","92.99.229.158","2222","offline","2022-03-21","QakBot"
"2022-03-02 14:55:38","47.156.131.10","443","offline","2022-06-22","QakBot"
"2022-03-02 17:00:40","139.180.205.161","443","offline","2022-03-03","Emotet"
"2022-03-02 17:32:19","72.12.115.90","22","offline","2022-04-11","QakBot"
"2022-03-02 17:50:14","217.182.143.207","443","offline","2022-03-03","Emotet"
"2022-03-02 17:50:15","209.126.98.206","8080","offline","2022-09-23","Emotet"
"2022-03-02 21:05:35","186.250.48.5","80","offline","2022-09-24","Emotet"
"2022-03-03 02:45:45","119.158.98.225","995","offline","2022-03-03","QakBot"
"2022-03-03 03:55:37","118.161.12.23","443","offline","2022-03-04","QakBot"
"2022-03-03 06:05:22","183.82.103.213","443","offline","2022-05-24","QakBot"
"2022-03-03 06:15:41","89.249.215.26","61202","offline","2022-09-28","QakBot"
"2022-03-03 07:25:40","5.95.58.211","2087","offline","2022-04-15","QakBot"
"2022-03-03 08:25:18","51.254.140.238","7080","offline","2022-08-11","Emotet"
"2022-03-03 08:35:18","103.75.201.2","443","offline","2023-03-16","Emotet"
"2022-03-03 08:40:19","119.235.255.201","8080","offline","2022-03-08","Emotet"
"2022-03-03 15:05:50","197.2.10.67","443","offline","2022-03-03","QakBot"
"2022-03-03 15:05:59","39.49.3.69","995","offline","2022-03-03","QakBot"
"2022-03-03 15:06:01","172.114.160.81","995","offline","2023-08-01","QakBot"
"2022-03-03 15:06:10","172.114.160.81","443","offline","2023-08-01","QakBot"
"2022-03-03 15:06:11","86.195.158.178","2222","offline","2022-06-20","QakBot"
"2022-03-03 15:06:13","94.59.139.37","2222","offline","2022-03-03","QakBot"
"2022-03-03 17:16:13","173.170.224.168","995","offline","2022-03-10","QakBot"
"2022-03-03 17:36:14","105.225.173.49","995","offline","2022-03-03","QakBot"
"2022-03-03 17:56:10","201.170.176.129","443","offline","2022-03-03","QakBot"
"2022-03-03 18:06:08","70.46.220.114","443","offline","2023-08-25","QakBot"
"2022-03-03 18:46:14","210.246.4.69","995","offline","2022-06-24","QakBot"
"2022-03-03 19:40:36","162.241.79.26","8080","offline","2022-03-04","Emotet"
"2022-03-03 19:40:37","186.250.48.117","7080","offline","2022-03-14","Emotet"
"2022-03-04 00:36:16","128.106.123.103","443","offline","2022-03-09","QakBot"
"2022-03-04 04:56:10","64.231.210.71","2222","offline","2022-03-04","QakBot"
"2022-03-04 04:56:13","197.89.17.163","443","offline","2022-03-04","QakBot"
"2022-03-04 07:25:16","177.87.70.10","8080","offline","2022-03-14","Emotet"
"2022-03-04 07:30:42","176.56.128.118","443","offline","2022-04-16","Emotet"
"2022-03-04 09:40:19","203.114.109.124","443","offline","2022-09-21","Emotet"
"2022-03-04 16:14:23","86.139.33.187","443","offline","2022-03-04","QakBot"
"2022-03-05 05:06:14","144.86.64.220","443","offline","2022-03-07","QakBot"
"2022-03-05 06:55:39","86.98.148.83","995","offline","2022-03-05","QakBot"
"2022-03-07 01:26:16","175.145.235.37","443","offline","2022-06-22","QakBot"
"2022-03-07 18:00:27","51.75.33.122","443","offline","2022-10-13","Emotet"
"2022-03-08 03:06:39","72.27.73.206","443","offline","2022-03-08","QakBot"
"2022-03-08 03:06:47","75.159.9.236","443","offline","2022-03-24","QakBot"
"2022-03-08 03:06:49","217.165.122.227","61200","offline","2022-03-09","QakBot"
"2022-03-08 03:06:49","186.10.247.110","443","offline","2022-03-22","QakBot"
"2022-03-08 03:06:51","217.165.79.31","443","offline","2022-03-21","QakBot"
"2022-03-08 03:06:52","207.170.238.231","443","offline","2022-04-06","QakBot"
"2022-03-08 03:06:52","24.43.99.75","443","offline","2022-07-04","QakBot"
"2022-03-08 03:06:53","47.23.89.61","993","offline","2023-02-17","QakBot"
"2022-03-08 03:06:53","47.23.89.61","995","offline","2022-09-29","QakBot"
"2022-03-08 03:06:54","217.165.79.31","995","offline","2022-03-21","QakBot"
"2022-03-08 03:06:54","69.159.200.138","2222","offline","2022-03-24","QakBot"
"2022-03-08 03:06:56","119.158.105.8","995","offline","2022-03-16","QakBot"
"2022-03-08 03:06:58","118.161.37.138","995","offline","2022-03-08","QakBot"
"2022-03-08 04:26:55","217.165.85.106","993","offline","2022-03-11","QakBot"
"2022-03-08 04:36:56","217.165.68.124","32101","offline","2022-03-08","QakBot"
"2022-03-08 04:46:57","118.161.37.138","443","offline","2022-03-08","QakBot"
"2022-03-08 04:56:53","86.97.209.65","1194","offline","2022-03-08","QakBot"
"2022-03-08 05:06:56","197.89.109.129","443","offline","2022-03-08","QakBot"
"2022-03-08 05:56:54","105.186.100.243","995","offline","2022-03-09","QakBot"
"2022-03-08 06:46:45","197.164.168.41","993","offline","2022-03-10","QakBot"
"2022-03-08 07:16:55","197.37.66.133","995","offline","2022-03-09","QakBot"
"2022-03-08 09:16:56","39.52.217.44","995","offline","2022-03-08","QakBot"
"2022-03-08 11:36:35","187.59.18.65","443","offline","2022-03-08","QakBot"
"2022-03-08 11:46:26","191.112.19.94","443","offline","2022-03-10","QakBot"
"2022-03-08 11:55:45","162.214.118.104","8080","offline","2022-03-13","Emotet"
"2022-03-08 15:05:45","217.182.143.248","8080","offline","2022-03-15","Emotet"
"2022-03-08 15:05:45","146.59.226.45","443","offline","2022-07-06","Emotet"
"2022-03-08 15:05:45","185.4.135.27","8080","offline","2022-03-15","Emotet"
"2022-03-08 15:05:46","192.99.251.50","443","offline","2022-05-26","Emotet"
"2022-03-08 15:06:27","187.170.7.81","443","offline","2022-03-15","QakBot"
"2022-03-08 15:26:49","189.253.32.61","995","offline","2022-03-17","QakBot"
"2022-03-08 17:06:48","176.253.27.51","443","offline","2022-03-16","QakBot"
"2022-03-08 18:35:48","217.79.180.211","8080","offline","2022-08-07","Emotet"
"2022-03-08 18:35:48","51.210.176.76","443","offline","2022-10-11","Emotet"
"2022-03-08 18:35:50","104.251.215.148","7080","offline","2022-03-08","Emotet"
"2022-03-08 18:35:52","24.152.37.138","443","offline","2022-03-30","Emotet"
"2022-03-09 17:17:04","45.63.1.12","443","offline","2022-09-25","QakBot"
"2022-03-09 17:17:04","149.28.238.199","443","offline","2022-09-25","QakBot"
"2022-03-09 17:17:04","45.76.167.26","443","offline","2022-09-25","QakBot"
"2022-03-09 17:17:04","144.202.3.39","443","offline","2022-09-25","QakBot"
"2022-03-09 17:17:04","144.202.3.39","995","offline","2022-09-25","QakBot"
"2022-03-09 17:17:04","149.28.238.199","995","offline","2022-09-25","QakBot"
"2022-03-09 17:17:04","45.63.1.12","995","offline","2022-09-25","QakBot"
"2022-03-09 17:17:05","45.76.167.26","995","offline","2022-09-25","QakBot"
"2022-03-09 17:17:05","140.82.63.183","443","offline","2022-09-25","QakBot"
"2022-03-09 17:17:05","140.82.63.183","995","offline","2022-09-25","QakBot"
"2022-03-09 17:17:08","139.64.13.51","995","offline","2022-03-11","QakBot"
"2022-03-09 17:17:09","79.167.199.210","995","offline","2022-03-11","QakBot"
"2022-03-09 17:17:11","78.100.194.196","6883","offline","2022-03-17","QakBot"
"2022-03-09 17:17:12","72.76.94.99","443","offline","2022-05-20","QakBot"
